cell_id,vaccine_element,log_p_no_response,p_no_response,p_response,log_p_response
16,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
16,mut26,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
16,mut28,-0.20067227324002052,0.8181805272736707,0.18181947272632926,-1.7047409922688193
16,mut33,-0.3912922128486724,0.6761825379417873,0.3238174620582127,-1.1275753106620796
16,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
16,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
16,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
17,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
17,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
17,mut15,-2.6519633733845676,0.07051263443442879,0.9294873655655712,-0.07312206463429917
17,mut19,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
17,mut20,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
17,mut24,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
17,mut26,-0.28593170941306684,0.7513139218637056,0.2486860781362944,-1.3915639082828826
17,mut28,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
17,mut33,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
17,mut39,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
17,mut44,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
17,mut8,-1.0000000494736474e-07,0.9999999,9.999999994736442e-08,-16.118095651484676
18,mut11,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
18,mut12,-1.8000000890525653e-06,0.999998200001531,1.7999984690542092e-06,-13.227724743587956
18,mut15,-0.6043852030316058,0.5464102547642036,0.4535897452357964,-0.7905621343290062
18,mut19,-0.6872726558929297,0.5029459067625376,0.4970540932374624,-0.6990564192961015
